chrom,start,end,label,E1_sperm_X,E1_sperm_Y
chr1,1800000,1850000,BA,-0.1234537611314257,0.8923560453993886
chr1,3800000,3850000,BA,-0.0194886511705912,0.879187587495279
chr1,3850000,3900000,AA,0.1854220448419339,0.7064498331189856
chr1,3900000,3950000,AA,0.0689950504099086,0.8741030680569324
chr1,3950000,4000000,AA,0.1407878734788426,0.5659770605853911
chr1,4000000,4050000,BA,-0.0678305446931896,0.8077580608726159
chr1,4100000,4150000,AA,0.2908130177266027,0.7839082349259076
chr1,4150000,4200000,BA,-0.0436556555525049,0.6995284692474869
chr1,4200000,4250000,BA,-0.0067023309635569,0.5153828221587237
chr1,4250000,4300000,AA,0.1724967255937948,0.5868983213767897
chr1,4300000,4350000,AA,0.0846178679718666,0.7210409005388835
chr1,4350000,4400000,AA,0.1025150848763265,0.7562790896992774
chr1,4400000,4450000,AA,0.2423958596346202,0.7262527100946748
chr1,4450000,4500000,AA,0.2516633604247873,0.6265332305247193
chr1,4500000,4550000,AA,0.1906741605993184,0.7055507326439662
chr1,4550000,4600000,BA,-0.0461175441326766,0.6206522527142134
chr1,4600000,4650000,BA,-0.1304972876095531,0.6477986948498305
chr1,4650000,4700000,BA,-0.1048575678783532,0.5771040543535118
chr1,4750000,4800000,AA,0.1064631168020125,0.6606159597907579
chr1,4800000,4850000,AA,0.205151454314009,0.7500483675736075
chr1,4850000,4900000,AA,0.0188950256509041,0.9509556187851796
chr1,4900000,4950000,AA,0.1517122178927848,0.9333820211156334
chr1,4950000,5000000,AA,0.387070770396066,0.8081457036454924
chr1,5000000,5050000,AA,0.2513785771433701,0.5539707863999869
chr1,5050000,5100000,AA,0.2247995215727497,0.5433834356536206
chr1,5100000,5150000,AA,0.1089634890316915,0.6822315664787469
chr1,5150000,5200000,AA,0.2013276285365937,0.4066290841629327
chr1,5200000,5250000,AA,0.0396357283062007,0.6493531154385059
chr1,5250000,5300000,BA,-0.0153500757665843,0.6948080681446114
chr1,5300000,5350000,AA,0.2752203219029882,0.5226514560569441
chr1,5350000,5400000,AA,0.2037447858662503,0.610357884326596
chr1,5400000,5450000,BA,-0.005477927416123,0.8088024277255748
chr1,5450000,5500000,AA,0.1944098302270729,0.5539344999492821
chr1,5500000,5550000,BA,-0.0360001596796633,0.7815863729758181
chr1,5550000,5600000,AA,0.1986440202270068,0.6680849732554808
chr1,5600000,5650000,AA,0.110802721162057,0.6092286248258661
