chrom,start,end,label,E1_sperm_X,E1_sperm_Y
chr1,3800000,3900000,AA,0.1072733062027024,0.7931054808423674
chr1,3900000,4000000,AA,0.1438705862098556,0.6805966656147454
chr1,4000000,4100000,AA,0.050940343496128,0.7550375686510881
chr1,4100000,4200000,AA,0.1519687862962317,0.7573850021545783
chr1,4200000,4300000,AA,0.1027989397178567,0.5524993172173601
chr1,4300000,4400000,AA,0.0977754410940031,0.7369171061253388
chr1,4400000,4500000,AA,0.2399645603370296,0.6870883123329872
chr1,4500000,4600000,AA,0.0839619934752459,0.6620360785130507
chr1,4600000,4700000,BA,-0.0853881490659756,0.5799001175289943
chr1,4700000,4800000,AA,0.082812049052153,0.6270323587171953
chr1,4800000,4900000,AA,0.1151023358557804,0.865732430680777
chr1,4900000,5000000,AA,0.2718995713644656,0.860237519514031
chr1,5000000,5100000,AA,0.21489820226723,0.5724678976496466
chr1,5100000,5200000,AA,0.1563138190872295,0.5515887455936854
chr1,5200000,5300000,BA,-0.0124977733365742,0.6665365445500236
chr1,5300000,5400000,AA,0.2163216613086202,0.5826428975710783
chr1,5400000,5500000,AA,0.0872208333142874,0.6718804855398592
chr1,5500000,5600000,AA,0.1125435205320012,0.736605694944733
chr1,5600000,5700000,AA,0.0817622176334517,0.5770137362299801
chr1,5700000,5800000,BA,-0.1095059354158442,0.6921940597774637
chr1,5800000,5900000,AA,0.1378340514010525,0.5394581162717621
chr1,5900000,6000000,AA,0.0639880147910985,0.6751389496948278
chr1,6000000,6100000,AA,0.0592761030688363,0.6414848440961887
chr1,6100000,6200000,AA,0.1889023020371572,0.5551687885095559
chr1,6300000,6400000,AA,0.0958204966930599,0.4839440020106477
chr1,6500000,6600000,AA,0.0235867797618355,0.5272768616397888
chr1,6600000,6700000,AA,0.141659842966762,0.5575800509425394
chr1,6700000,6800000,AA,0.0220187699716069,0.731963833662996
chr1,6800000,6900000,AA,0.1108781243516455,0.5769785409900973
chr1,6900000,7000000,AA,0.0430919848293335,0.4921065096536988
chr1,7000000,7100000,AA,0.1389224313216988,0.494394943163535
chr1,7100000,7200000,AA,0.0140694827541151,0.6310215444223436
chr1,7200000,7300000,AA,0.1152006265815041,0.4002551675495011
chr1,7300000,7400000,BA,-0.0504397210218642,0.3995017892331118
chr1,7400000,7500000,AA,0.1108677109768127,0.6706284654209885
chr1,7500000,7600000,AA,0.2957993049508424,0.4731959064155123
chr1,7600000,7700000,AA,0.0740121605983802,0.5619165423761296
chr1,7700000,7800000,AA,0.097512556297278,0.5271894374025523
chr1,7800000,7900000,AA,0.0329394102312906,0.6861372267851539
chr1,7900000,8000000,BA,-0.0852934225231665,0.4324875505311378
chr1,8000000,8100000,BA,-0.2019026947710197,0.4339131191583688
chr1,8100000,8200000,AA,0.0147672091727591,0.6787381201526078
chr1,8200000,8300000,AA,0.003195021065945,0.5395371568743271
chr1,8300000,8400000,BA,-0.0285381289082407,0.5931783440856715
chr1,8400000,8500000,BA,-0.0296705397245733,0.4908610859281866
chr1,8500000,8600000,BA,-0.0281869247886667,0.5945813667139405
chr1,8600000,8700000,BA,-0.0872622162833627,0.5332484753337716
chr1,8700000,8800000,BA,-0.0344106226365786,0.5421186234078097
chr1,8800000,8900000,AA,0.0366573757070672,0.6274531860575797
chr1,8900000,9000000,AA,0.0931522826231764,0.4912470298117449
chr1,9000000,9100000,AA,0.2288158651947817,0.3736023084980072
chr1,9100000,9200000,AA,0.1003535060255684,0.3298676388364907
chr1,9200000,9300000,AA,0.268157461790488,0.3414596971121457
chr1,9300000,9400000,AA,0.201341255555698,0.348721470904734
chr1,9400000,9500000,AA,0.1815334981183918,0.4578127256301585
chr1,9500000,9600000,AA,0.3068336888252129,0.4745780938228502
chr1,9600000,9700000,AA,0.132222219053169,0.3186459795087084
chr1,9700000,9800000,AA,0.1573847642854723,0.5666738967925565
chr1,9800000,9900000,AA,0.1088380339054049,0.478130507288156
chr1,9900000,10000000,AA,0.0300488556327395,0.4501839233958863
chr1,10000000,10100000,AA,0.1712807340422578,0.3891937271514301
chr1,10100000,10200000,AA,0.0771121766182246,0.3534643320530601
chr1,10200000,10300000,AA,0.0179009215091102,0.3993751932540789
chr1,10300000,10400000,AA,0.1357161250517197,0.3596692501665245
chr1,10400000,10500000,AA,0.1011308349233039,0.4797029710459254
chr1,10500000,10600000,AA,0.1091636568776484,0.5654780189572883
chr1,10700000,10800000,AA,0.4756470205063901,0.4255629041664781
chr1,10800000,10900000,AA,0.3491496103210978,0.3990161453389075
chr1,10900000,11000000,AA,0.2260886573968431,0.5738273306447188
chr1,11000000,11100000,AA,0.2206207961506723,0.4536811250881069
chr1,11100000,11200000,AA,0.3264222618974388,0.6404828846511011
chr1,11200000,11300000,AA,0.1356222845903298,0.4833745722338081
chr1,11300000,11400000,AA,0.3135880187832307,0.3866440500034238
chr1,11400000,11500000,AA,0.1116116140126909,0.3699080457337618
chr1,11500000,11600000,BA,-0.0410017269512175,0.5101118689773252
chr1,11600000,11700000,AA,0.2550368385942705,0.4014509937604696
chr1,11700000,11800000,AA,0.1550071000515103,0.5126446131794149
chr1,11800000,11900000,AA,0.1904768208151521,0.7142412207543212
chr1,11900000,12000000,AA,0.3091924852332883,0.5143828310914009
chr1,12000000,12100000,AA,0.2041469713883264,0.7454257207330179
chr1,12100000,12200000,AA,0.1505092508328126,0.6052087836523856
chr1,12200000,12300000,AA,0.4869803106571876,0.5540350399425548
chr1,12300000,12400000,AA,0.5005916687303872,0.3886552737086134
chr1,12400000,12500000,AA,0.1888419398109641,0.2208759036697099
chr1,12500000,12600000,AA,0.2280512803898731,0.5469500582016028
chr1,12600000,12700000,AA,0.30404691393419,0.3188585333571058
chr1,12700000,12800000,AA,0.3013431225116986,0.4516589696890906
chr1,12800000,12900000,AA,0.1053569614325898,0.3922593084594977
chr1,13400000,13500000,AA,0.2734998378832163,0.534375474647313
chr1,13500000,13600000,AA,0.2746236075763048,0.5284968259938863
chr1,13600000,13700000,AA,0.3591155222623545,0.4662533027176651
chr1,13700000,13800000,AA,0.3936888145118231,0.3012359413030169
chr1,13800000,13900000,AA,0.3353886859211349,0.5872200139990091
chr1,13900000,14000000,AA,0.1136246353802731,0.6197732891456539
chr1,14000000,14100000,AA,0.4629034108800429,0.5782724014309538
chr1,14100000,14200000,AA,0.4351000365850448,0.5880778674563707
chr1,14200000,14300000,AA,0.2173242700615221,0.4346858454898895
chr1,14300000,14400000,AA,0.2133582381648589,0.4349008225401711
chr1,14400000,14500000,AA,0.3188080960552593,0.6238235927585379
chr1,14500000,14600000,AA,0.4595199140682274,0.5139806434506369
chr1,14600000,14700000,AA,0.2725691819119005,0.4890968224058824
chr1,14700000,14800000,AA,0.0200036461564735,0.5986785031192333
chr1,14800000,14900000,BA,-0.0172745501517771,0.5680443740375021
chr1,14900000,15000000,AA,0.196092418337635,0.503801971986211
chr1,15000000,15100000,AA,0.0971639659424771,0.5195562261266379
chr1,15100000,15200000,AA,0.1142522457299611,0.5290956201092782
chr1,15200000,15300000,AA,0.2325124487645039,0.4646228880071511
chr1,15300000,15400000,AA,0.3037397082332099,0.4103576356018789
chr1,15400000,15500000,AA,0.2935367117993123,0.3800579813904923
chr1,15500000,15600000,AA,0.2925895165536279,0.277310931537523
chr1,15600000,15700000,AA,0.433587455783712,0.7396049124299102
chr1,15700000,15800000,AA,0.0720259947512712,0.4628073849127212
chr1,15800000,15900000,AA,0.3655411672354371,0.4959098042237454
chr1,15900000,16000000,AA,0.2176005533715687,0.5653711204614468
chr1,16100000,16200000,AA,0.3694116483481821,0.6307246367251717
chr1,16200000,16300000,AA,0.4631735327348984,0.5165256174608711
chr1,16300000,16400000,AA,0.4707340878259722,0.5006939597054059
chr1,16400000,16500000,AA,0.1476338896035325,0.6647545556037323
chr1,16600000,16700000,AA,0.2024409708253592,0.4239395050991222
chr1,16700000,16800000,AA,0.3637447400403472,0.3178009296181527
chr1,16900000,17000000,AA,0.1533131994490787,0.5331366022581308
chr1,17000000,17100000,AA,0.1653839110183086,0.6189021909672948
chr1,17100000,17200000,AA,0.2066423372629748,0.7397450667895393
chr1,17200000,17300000,AA,0.2004716733370437,0.7651505928534762
chr1,17300000,17400000,AA,0.1501139817157351,0.4469796266353072
chr1,17400000,17500000,AA,0.4151950659802186,0.5661563355608256
chr1,17500000,17600000,AA,0.4517808687488051,0.5662549435814844
chr1,17600000,17700000,AA,0.2489991433684101,0.6200130013392807
chr1,17700000,17800000,AA,0.2871357442162967,0.4776823422323501
chr1,17800000,17900000,AA,0.3866906864942175,0.7331269459346362
chr1,17900000,18000000,AA,0.4786212332811334,0.4157315704037825
chr1,18000000,18100000,AA,0.3786877519421291,0.6236041583478349
chr1,18100000,18200000,AA,0.4549939391905602,0.6399503221079191
chr1,18200000,18300000,AA,0.2591411561905763,0.3942679124388868
chr1,18300000,18400000,AA,0.2733120047794304,0.4162863197506092
chr1,18400000,18500000,AA,0.3128675489337353,0.5507255662569597
chr1,18500000,18600000,AA,0.4139799650661021,0.4299833802529555
chr1,18600000,18700000,AA,0.4905149158144882,0.3981589178324896
chr1,18700000,18800000,AA,0.2827781530941949,0.3580949827247257
chr1,18800000,18900000,AA,0.1824296895377568,0.3713557969905704
chr1,18900000,19000000,AA,0.2053980153262412,0.4380207586728441
chr1,19000000,19100000,AA,0.2475718489018162,0.3472104124332594
chr1,19100000,19200000,AA,0.607265245555285,0.3365379632543279
chr1,19200000,19300000,AA,0.443902900111118,0.3859147902715277
chr1,19300000,19400000,AA,0.5835999261219632,0.4749157107015936
chr1,19400000,19500000,AA,0.7840427786618379,0.4053885659487817
chr1,19500000,19600000,AA,0.8258798145230052,0.4347296926921093
chr1,19600000,19700000,AA,0.8675592377586081,0.4284623889407043
chr1,19700000,19800000,AA,0.7131339027917937,0.3007150002031095
chr1,19800000,19900000,AA,0.5529382431231671,0.3295034822916374
chr1,19900000,20000000,AA,0.6312068610250281,0.1941080452749927
chr1,20000000,20100000,AA,0.5708362360679319,0.2078845960623792
chr1,20100000,20200000,AA,0.4634796450802423,0.4478772323309905
chr1,20200000,20300000,AA,0.2906316023801503,0.2355862578913594
chr1,20300000,20400000,AA,0.2359810613748657,0.5053233298329197
chr1,20400000,20500000,AA,0.2890620440189694,0.5997333874740816
chr1,20500000,20600000,AA,0.4159578973665033,0.4140963040706816
chr1,20600000,20700000,AA,0.4066932697454665,0.2099080679479991
chr1,20700000,20800000,AA,0.3346571902510962,0.2100327003970126
chr1,20800000,20900000,AA,0.4298973106536919,0.3419690591979149
chr1,20900000,21000000,AB,0.2611304361142619,-0.1344655079363796
chr1,21000000,21100000,AB,0.4890881711974997,-0.028945808050272
chr1,21100000,21200000,AA,0.6746122277289197,0.1746462857796627
chr1,21200000,21300000,AA,0.4943629106332123,0.0894257990786811
chr1,21300000,21400000,AA,0.303997845051728,0.0519532676872745
chr1,21400000,21500000,AA,0.3926192914024262,0.3354065280349425
chr1,21500000,21600000,AA,0.3971136219474364,0.279147386122307
chr1,21600000,21700000,AB,0.5274182006886666,-0.0351567604074062
chr1,21700000,21800000,AA,0.3051889909171438,0.1782581531607008
chr1,21800000,21900000,AA,0.2059538219348828,0.1529246662078007
chr1,21900000,22000000,AA,0.2348310492655845,0.5268423138222111
chr1,22000000,22100000,AA,0.370433423443146,0.4117464682291683
chr1,22100000,22200000,AA,0.4652549204032307,0.3311266241953756
chr1,22200000,22300000,AA,0.4931914055836011,0.4870241151004748
chr1,22300000,22400000,AA,0.365883678648214,0.434228383071966
chr1,22400000,22500000,AA,0.2250015893461665,0.326366314932131
chr1,22500000,22600000,AA,0.6377913648607728,0.3472556486487685
chr1,22600000,22700000,AA,0.4230432967457352,0.3242994831129816
chr1,22700000,22800000,AA,0.5423250382776597,0.400953743671593
chr1,22800000,22900000,AA,0.7672027874985804,0.3130931564010619
chr1,22900000,23000000,AA,0.5252962673859216,0.5455310962574289
chr1,23000000,23100000,AA,0.2675738129118076,0.5759277371041096
chr1,23100000,23200000,AA,0.2963780231877605,0.4786001131518626
chr1,23200000,23300000,AA,0.3734914789087956,0.5982101952028375
chr1,23300000,23400000,AA,0.4610890257522296,0.3676576732783537
chr1,23400000,23500000,AA,0.6033206172234081,0.3230452975397412
chr1,23500000,23600000,AA,0.4205575776673318,0.2825232711488867
chr1,23600000,23700000,AA,0.4656734233991993,0.3708002952353862
chr1,23700000,23800000,AA,0.5444918587769638,0.458871611383785
