chrom,start,end,label,E1_sperm_X,E1_sperm_Y
chr1,4000000,4500000,AA,0.1287092584386702,0.7689110610106019
chr1,4500000,5000000,AA,0.0857013420949461,0.8396441482026815
chr1,5000000,5500000,AA,0.1224603497873136,0.698234479263822
chr1,5500000,6000000,AA,0.0655882439121419,0.696574243192541
chr1,6500000,7000000,AA,0.0806034507345369,0.6163245350705775
chr1,7000000,7500000,AA,0.0724603003120319,0.5826486347923664
chr1,7500000,8000000,AA,0.1044974915156005,0.5861277799455349
chr1,8000000,8500000,BA,-0.0286477763340442,0.5993956027312712
chr1,8500000,9000000,AA,0.0035797174749359,0.5662750825045803
chr1,9000000,9500000,AA,0.2137511137478651,0.4044200325281943
chr1,9500000,10000000,AA,0.1741842670690505,0.482970380531664
chr1,10000000,10500000,AA,0.1215785144625848,0.3818396576950966
chr1,10500000,11000000,AA,0.2859802901320511,0.49055531021334
chr1,11000000,11500000,AA,0.2409869676387223,0.4752731675284831
chr1,11500000,12000000,AA,0.1963402127021691,0.5471850358784877
chr1,12000000,12500000,AA,0.3184289952762219,0.46867259414472
chr1,12500000,13000000,AA,0.2782849460879227,0.3897674182138124
chr1,13500000,14000000,AA,0.3141388120762773,0.4614945850587568
chr1,14000000,14500000,AA,0.3316126971023711,0.4997248454186893
chr1,14500000,15000000,AA,0.1830984580021049,0.537174679080977
chr1,15000000,15500000,AA,0.2124317962810971,0.4518066012754093
chr1,15500000,16000000,AA,0.2828599919430635,0.4476827114864461
chr1,16000000,16500000,AA,0.3320214444071662,0.5373258475502389
chr1,16500000,17000000,AA,0.3053776144804234,0.3957794384069605
chr1,17000000,17500000,AA,0.2372243946215853,0.6031658331406472
chr1,17500000,18000000,AA,0.3950172220433642,0.5187461385684523
chr1,18000000,18500000,AA,0.3430166072700066,0.4949566703894184
chr1,18500000,19000000,AA,0.3351167223277045,0.3975465529754663
chr1,19000000,19500000,AA,0.566173322933535,0.3748220842460935
chr1,19500000,20000000,AA,0.6964974580053546,0.2851742679944883
chr1,20000000,20500000,AA,0.3969658275792554,0.3621451797912258
chr1,20500000,21000000,AA,0.3685739789443555,0.1804820113323139
chr1,21000000,21500000,AA,0.4892975443003995,0.0700464595763784
chr1,21500000,22000000,AA,0.3281090443168318,0.1977672982752646
chr1,22000000,22500000,AA,0.3988118893672716,0.3541176832508117
chr1,22500000,23000000,AA,0.5861598614243649,0.3951077283709678
chr1,23000000,23500000,AA,0.4262975749878022,0.4230431974566467
chr1,23500000,24000000,AA,0.4829466139467703,0.367959307039365
chr1,24000000,24500000,AA,0.3694937180104098,0.5193618436494448
chr1,24500000,25000000,AA,0.4838270400105592,0.3950078197793489
chr1,25000000,25500000,AA,0.482509687505927,0.3510446699315134
chr1,25500000,26000000,AA,0.4752150056535872,0.3578073684501517
chr1,26000000,26500000,AA,0.5820438562301015,0.4794080057727716
chr1,26500000,27000000,AA,0.5045208903877361,0.5596520766296323
chr1,27000000,27500000,AA,0.6506757675907677,0.6147549854449084
chr1,27500000,28000000,AA,0.538019725424697,0.5885859196753274
chr1,28000000,28500000,AA,0.5050357386814146,0.6326853146175445
chr1,28500000,29000000,AA,0.6804794421150786,0.5337774596816893
chr1,29000000,29500000,AA,0.5184581260459983,0.5129443846501734
chr1,29500000,30000000,AA,0.3611120950925107,0.4128293529461577
chr1,30000000,30500000,AA,0.6160854028287099,0.4859045563053949
chr1,30500000,31000000,AA,0.5320816468261073,0.516600965780997
chr1,31000000,31500000,AA,0.5528755576662829,0.4806691535589724
chr1,31500000,32000000,AA,0.4999596105279343,0.5577635969789378
chr1,32000000,32500000,AA,0.4037482708246332,0.6132041551776978
chr1,32500000,33000000,AA,0.5597745723810506,0.655748991944666
chr1,33000000,33500000,AA,0.5065836347597455,0.6635828322250059
chr1,33500000,34000000,AA,0.3944706663760179,0.5826209606609021
chr1,34000000,34500000,AA,0.5924191109078395,0.6305044631751238
chr1,34500000,35000000,AA,0.6424600043568353,0.559011477508207
chr1,35000000,35500000,AA,0.5402695719504129,0.5464705840945411
chr1,35500000,36000000,AA,0.7344160299610714,0.6023076147492008
chr1,36000000,36500000,AA,0.8439592142683614,0.6847975670501564
chr1,36500000,37000000,AA,0.5920409407104374,0.5736909793674082
chr1,37000000,37500000,AA,0.6708404859097784,0.6230864715921208
chr1,37500000,38000000,AA,0.659837808738328,0.7129100085277476
chr1,38000000,38500000,AA,0.6514819600609639,0.6379562476578081
chr1,38500000,39000000,AA,0.6961534874845778,0.636649529370602
chr1,39000000,39500000,AA,0.6306664785669084,0.5842642000108069
chr1,39500000,40000000,AA,0.5725106357822646,0.6400348393196943
chr1,40000000,40500000,AA,0.5355304084282934,0.5143254188723624
chr1,40500000,41000000,AA,0.7565309069090578,0.5569721646519267
chr1,41000000,41500000,AA,0.6010745765066683,0.5881342040440367
chr1,41500000,42000000,AA,0.6835705896200366,0.4972284031270721
chr1,42000000,42500000,AA,0.6668339795433917,0.4794349125637698
chr1,42500000,43000000,AA,0.6814799413447733,0.5551225660900466
chr1,43000000,43500000,AA,0.5760309800255499,0.6733836541083311
chr1,43500000,44000000,AA,0.7877198442524201,0.5857428180730148
chr1,44000000,44500000,AA,0.620801658502721,0.6962288455716322
chr1,44500000,45000000,AA,0.7118748287087392,0.7038175343025285
chr1,45000000,45500000,AA,0.6922249002930205,0.6649180259307794
chr1,45500000,46000000,AA,0.4960391776843038,0.5704536111957451
chr1,46000000,46500000,AA,0.5391668365890377,0.7778349330863593
chr1,46500000,47000000,AA,0.6748105595460667,0.4889209919145353
chr1,47000000,47500000,AA,0.6960092897291246,0.6168263694652624
chr1,47500000,48000000,AA,0.5263026827701114,0.602014304176374
chr1,48000000,48500000,AA,0.835382711904533,0.4749852113320095
chr1,48500000,49000000,AA,0.873607710938277,0.4460627848816432
chr1,49000000,49500000,AA,0.781089730087202,0.1407616388645945
chr1,49500000,50000000,AA,0.6898125635021481,0.0651172003378914
chr1,50000000,50500000,AA,0.7338111561535943,0.2839146314914157
chr1,50500000,51000000,AA,0.8450266476752532,0.1003079754237216
chr1,51000000,51500000,AA,0.8092203947284885,0.3118607987313457
chr1,51500000,52000000,AA,0.8872952542323574,0.3250804937259747
chr1,52000000,52500000,AA,0.7854982681620288,0.2414122821476629
chr1,52500000,53000000,AA,0.8675939923607394,0.054977780938098
chr1,53000000,53500000,AA,0.7145918356058447,0.4336174860623525
chr1,53500000,54000000,AA,0.6300082971236592,0.2659300579214209
chr1,54000000,54500000,AA,0.7505373776341062,0.4103308061007698
chr1,54500000,55000000,AA,0.7586768028998685,0.455363216555063
chr1,55000000,55500000,AB,0.5619699218932654,-0.0526064838539955
chr1,55500000,56000000,AB,0.6558850053896841,-0.1559965578042736
chr1,56000000,56500000,AB,0.7274006982736855,-0.08545102841611
chr1,56500000,57000000,AB,0.7294221229766019,-0.3233889458833587
chr1,57000000,57500000,AB,0.879620451461234,-0.3091846230174823
chr1,57500000,58000000,AB,0.6791559848110282,-0.3185300717402389
chr1,58000000,58500000,AB,0.7046651450232511,-0.3211431346098715
