chrom	start	end	label	E1_sperm_X	E1_sperm_Y
chr1	3800000	3900000	AA	0.1072733062027023	0.7931054808423683
chr1	3900000	4000000	AA	0.1438705862098553	0.6805966656147455
chr1	4000000	4100000	AA	0.0509403434961276	0.7550375686510887
chr1	4100000	4200000	AA	0.1519687862962316	0.757385002154579
chr1	4200000	4300000	AA	0.1027989397178567	0.5524993172173619
chr1	4300000	4400000	AA	0.097775441094003	0.736917106125339
chr1	4400000	4500000	AA	0.2399645603370296	0.6870883123329886
chr1	4500000	4600000	AA	0.0839619934752457	0.6620360785130515
chr1	4600000	4700000	BA	-0.0853881490659761	0.5799001175289947
chr1	4700000	4800000	AA	0.0828120490521529	0.6270323587171971
chr1	4800000	4900000	AA	0.1151023358557803	0.8657324306807782
chr1	4900000	5000000	AA	0.2718995713644656	0.8602375195140322
chr1	5000000	5100000	AA	0.2148982022672298	0.5724678976496473
chr1	5100000	5200000	AA	0.1563138190872289	0.5515887455936861
chr1	5200000	5300000	BA	-0.0124977733365745	0.6665365445500244
chr1	5300000	5400000	AA	0.2163216613086201	0.5826428975710795
chr1	5400000	5500000	AA	0.0872208333142873	0.6718804855398604
chr1	5500000	5600000	AA	0.1125435205320008	0.7366056949447345
chr1	5600000	5700000	AA	0.0817622176334515	0.5770137362299808
chr1	5700000	5800000	BA	-0.1095059354158445	0.6921940597774647
chr1	5800000	5900000	AA	0.1378340514010523	0.5394581162717634
chr1	5900000	6000000	AA	0.0639880147910986	0.6751389496948285
chr1	6000000	6100000	AA	0.0592761030688361	0.641484844096189
chr1	6100000	6200000	AA	0.1889023020371572	0.5551687885095565
chr1	6300000	6400000	AA	0.0958204966930596	0.4839440020106483
chr1	6500000	6600000	AA	0.0235867797618353	0.5272768616397898
chr1	6600000	6700000	AA	0.1416598429667616	0.5575800509425404
chr1	6700000	6800000	AA	0.0220187699716069	0.731963833662997
chr1	6800000	6900000	AA	0.1108781243516452	0.5769785409900984
chr1	6900000	7000000	AA	0.0430919848293334	0.4921065096537001
chr1	7000000	7100000	AA	0.1389224313216988	0.4943949431635357
chr1	7100000	7200000	AA	0.0140694827541148	0.6310215444223443
chr1	7200000	7300000	AA	0.1152006265815037	0.4002551675495019
chr1	7300000	7400000	BA	-0.0504397210218645	0.3995017892331127
chr1	7400000	7500000	AA	0.1108677109768126	0.6706284654209899
chr1	7500000	7600000	AA	0.2957993049508423	0.4731959064155128
chr1	7600000	7700000	AA	0.07401216059838	0.5619165423761306
chr1	7700000	7800000	AA	0.0975125562972776	0.5271894374025529
chr1	7800000	7900000	AA	0.0329394102312906	0.6861372267851547
chr1	7900000	8000000	BA	-0.0852934225231668	0.4324875505311382
chr1	8000000	8100000	BA	-0.20190269477102	0.4339131191583696
chr1	8100000	8200000	AA	0.0147672091727589	0.6787381201526085
chr1	8200000	8300000	AA	0.0031950210659448	0.5395371568743289
chr1	8300000	8400000	BA	-0.0285381289082407	0.5931783440856723
chr1	8400000	8500000	BA	-0.0296705397245735	0.490861085928187
chr1	8500000	8600000	BA	-0.0281869247886669	0.5945813667139407
chr1	8600000	8700000	BA	-0.087262216283363	0.5332484753337722
chr1	8700000	8800000	BA	-0.0344106226365788	0.5421186234078105
